0.000000000000000000e+00 0.000000000000000000e+00 -2.846153846153843311e-03 3.146438807435946838e+00 1.555090487761425777e+00 4.726094906828367748e+00
1.272536530524152887e-01 0.000000000000000000e+00 -5.024766406866469914e-01 2.627090167198378623e+00 1.052715027568778883e+00 4.211391062494150184e+00
2.545073061079721755e-01 0.000000000000000000e+00 -1.004130448063306646e+00 2.108767356477501576e+00 5.530040564402772807e-01 3.695020220320369031e+00
3.817609591635290900e-01 0.000000000000000000e+00 -1.508995856609916419e+00 1.594508516106195373e+00 5.292059151232164638e-02 3.178169503425706921e+00
5.090146122285107433e-01 0.000000000000000000e+00 -2.017743625024658094e+00 1.086024589583705513e+00 -4.501811261444417234e-01 2.662444485259211735e+00
6.152823448985250687e-01 0.000000000000000000e+00 -2.445832381738971328e+00 6.655829846871925692e-01 -8.735593612216078219e-01 2.234069373756536692e+00
7.215500775371234132e-01 0.000000000000000000e+00 -2.876748348231815466e+00 2.476851546010747640e-01 -1.299818345372438788e+00 1.808858446333582171e+00
8.278178102071378497e-01 0.000000000000000000e+00 -3.309784737334329208e+00 -1.692790948043412236e-01 -1.728413108107794249e+00 1.387170139263845803e+00
9.340855428771520641e-01 0.000000000000000000e+00 -3.743559311704106385e+00 -5.867880621312087097e-01 -2.158681009616674640e+00 9.684378742785912930e-01
1.001793768229465753e+00 0.000000000000000000e+00 -4.019485364531483640e+00 -8.535914209074226822e-01 -2.433405559143875685e+00 7.025602394612202595e-01
1.069501993581779553e+00 0.000000000000000000e+00 -4.294479879972847414e+00 -1.121234884016538924e+00 -2.708380933073784025e+00 4.368419959555986942e-01
1.137210218902677372e+00 0.000000000000000000e+00 -4.568135733689818068e+00 -1.389847242336445188e+00 -2.983408860964766873e+00 1.708065398082787567e-01
1.204918444254991172e+00 0.000000000000000000e+00 -4.840182847274828504e+00 -1.659526104395543822e+00 -3.258247787628797187e+00 -9.596015373381394653e-02
1.258263236564821641e+00 0.000000000000000000e+00 -5.053317005803838136e+00 -1.872798748244556055e+00 -3.474464238123677440e+00 -3.068535700069974226e-01
1.311608028874652110e+00 0.000000000000000000e+00 -5.265424633377760344e+00 -2.086810455594907410e+00 -3.690234357712283586e+00 -5.184807850948134345e-01
1.364952821184482579e+00 0.000000000000000000e+00 -5.476606223003910756e+00 -2.301575353863613671e+00 -3.905406878524252612e+00 -7.308784457284203118e-01
1.418297613494313048e+00 0.000000000000000000e+00 -5.687015853696612666e+00 -2.517084989718654686e+00 -4.119846056693337033e+00 -9.440366706407019581e-01
1.460824713469313307e+00 0.000000000000000000e+00 -5.854330645050483284e+00 -2.689399653874892770e+00 -4.290203025596172282e+00 -1.114483840513214474e+00
1.503351813444313345e+00 0.000000000000000000e+00 -6.021381640572894156e+00 -2.862124233624243175e+00 -4.459994366286407441e+00 -1.285350518080370374e+00
